uid,text,type,type,readability,Analytic,adj,Affect
255,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago for a business trip and was thoroughly impressed. The rooms were comfortable and well-equipped, and the service was top-notch. The location is also perfect, right in the heart of the city, making it easy to get to all the main attractions. I would definitely stay here again.""",chatGPT,chatGPT,59.383017,80.2,7.14,5.36
256,"""My family and I had a wonderful time at the Millennium Knickerbocker Hotel Chicago. The hotel is beautiful, with a great view of the city. The room was comfortable and clean, and the staff were very friendly and helpful. We would definitely come back to this hotel.""",chatGPT,chatGPT,61.70875,72.91,12.77,14.89
257,"""The Millennium Knickerbocker Hotel Chicago is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was spacious and clean, and the bed was extremely comfortable. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,40.27065,62.96,9.76,17.07
258,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago and it was a fantastic experience. The hotel is in an excellent location, close to all the main sights. The room was spacious, clean, and well-appointed, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,52.82574,73.36,14.58,10.42
259,"""I had a great stay at the Millennium Knickerbocker Hotel Chicago. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,60.05625,71.95,15.56,13.33
260,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago and it was an amazing experience. The location is perfect, close to all the main attractions, and the room was spacious, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant.""",chatGPT,chatGPT,51.497754,71.95,17.78,11.11
261,"""I recently stayed at the Hotel Monaco Chicago and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel.""",chatGPT,chatGPT,49.871196,77.67,8.7,17.39
262,"""The Hotel Monaco Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience.""",chatGPT,chatGPT,59.90875,89.52,14.89,8.51
263,"""I had a fantastic stay at the Hotel Monaco Chicago. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,59.502714,61.45,12.73,5.45
264,"""The Hotel Monaco Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's fitness center was also great, offering a variety of equipment and classes. I highly recommend this hotel.""",chatGPT,chatGPT,49.10875,66.04,8.89,13.33
265,"""I recently stayed at the Hotel Monaco Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's rooftop terrace, offering a beautiful view of the city. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,36.912177,69.92,6.45,12.9
266,"""The Hotel Monaco Chicago is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,49.172672,72.25,15.79,15.79
267,"""I recently stayed at the Hotel Monaco Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was spacious, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also loved the hotel's pet-friendly policy, which allowed me to bring my dog along. I would definitely recommend this hotel.""",chatGPT,chatGPT,59.389224,48.9,13.85,10.77
268,"""I had a great stay at the Hotel Monaco Chicago. The hotel is located in a prime spot, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. The hotel's spa was also great, offering a variety of treatments and services. I would definitely stay here again.""",chatGPT,chatGPT,63.169263,72.25,14.04,10.53
269,"""The Hotel Monaco Chicago is a fantastic hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were friendly and attentive. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I would definitely recommend this hotel.""",chatGPT,chatGPT,33.833903,55.95,16.67,18.75
270,"""I recently stayed at the Hotel Monaco Chicago and it was an amazing experience. The location is perfect, close to all the main attractions and the room was spacious, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. The hotel's complimentary breakfast was also a great touch, offering a variety of options to start my day. I would definitely recommend this hotel.""",chatGPT,chatGPT,53.054087,68.25,13.24,11.76
271,"""The Hotel Monaco Chicago is a fantastic hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were friendly and attentive. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I would definitely recommend this hotel.""",chatGPT,chatGPT,33.833903,55.95,16.67,18.75
272,"""I had a wonderful stay at the Hotel Monaco Chicago. The hotel is in a great location, close to all the main attractions. The room was spacious and comfortable, and the staff were incredibly friendly and helpful. I also loved the hotel's rooftop terrace, offering a beautiful view of the city. I would definitely stay here again.""",chatGPT,chatGPT,60.200842,80.4,12.28,12.28
273,"""I recently stayed at the Hotel Monaco Chicago for a business trip and was thoroughly impressed. The rooms were comfortable and well-equipped, and the service was top-notch. The location is also perfect, right in the heart of the city, making it easy to get to all the main attractions. I would definitely stay here again.""",chatGPT,chatGPT,64.729145,80,7.27,5.45
274,"""The Hotel Monaco Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I couldn't have asked for a better experience.""",chatGPT,chatGPT,56.475,77.34,13.33,8.33
275,"""I recently stayed at the Hotel Monaco Chicago and it was a fantastic experience. The hotel is in an excellent location, close to all the main sights. The room was spacious, clean, and well-appointed, and the staff were friendly and attentive. I also loved the hotel's pet-friendly policy, which allowed me to bring my dog along. I would definitely recommend this hotel.""",chatGPT,chatGPT,61.6555,65.54,11.29,9.68
